,accuracy_gray_16,precision_gray_16,recall_gray_16,accuracy_gray_32,precision_gray_32,recall_gray_32,accuracy_gray_64,precision_gray_64,recall_gray_64,num_trees
0,0.7483870967741936,0.7263157894736842,0.8414634146341463,0.7032258064516129,0.7115384615384616,0.8222222222222222,0.4533333333333333,0.4618396335052941,0.4533333333333333,100
1,0.6967741935483871,0.6804123711340206,0.8048780487804879,0.7161290322580646,0.7129629629629629,0.8555555555555555,0.48333333333333334,0.48683885263927645,0.48333333333333334,120
2,0.7096774193548387,0.6907216494845361,0.8170731707317073,0.7419354838709677,0.7358490566037735,0.8666666666666667,0.46,0.4722292985210241,0.46,140
3,0.7096774193548387,0.6868686868686869,0.8292682926829268,0.7290322580645161,0.7181818181818181,0.8777777777777778,0.4766666666666667,0.4782232148982333,0.4766666666666667,160
4,0.7419354838709677,0.71875,0.8414634146341463,0.7290322580645161,0.7181818181818181,0.8777777777777778,0.49333333333333335,0.4994983207986364,0.49333333333333335,180
5,0.7161290322580646,0.6979166666666666,0.8170731707317073,0.7354838709677419,0.7247706422018348,0.8777777777777778,0.48333333333333334,0.49038802889576877,0.48333333333333334,200
6,0.7225806451612903,0.7010309278350515,0.8292682926829268,0.7290322580645161,0.7181818181818181,0.8777777777777778,0.4766666666666667,0.48573170213669775,0.4766666666666667,220
7,0.7096774193548387,0.6947368421052632,0.8048780487804879,0.7354838709677419,0.7207207207207207,0.8888888888888888,0.4766666666666667,0.49344033049221725,0.4766666666666667,240
8,0.7161290322580646,0.7021276595744681,0.8048780487804879,0.7354838709677419,0.7247706422018348,0.8777777777777778,0.47333333333333333,0.48360689647271765,0.47333333333333333,260
9,0.7225806451612903,0.7052631578947368,0.8170731707317073,0.7419354838709677,0.7314814814814815,0.8777777777777778,0.47333333333333333,0.4788144144144144,0.47333333333333333,280
10,0.7096774193548387,0.6947368421052632,0.8048780487804879,0.7354838709677419,0.7333333333333333,0.8555555555555555,0.45666666666666667,0.46490934740297046,0.45666666666666667,300
11,0.7225806451612903,0.7052631578947368,0.8170731707317073,0.7354838709677419,0.7247706422018348,0.8777777777777778,0.4633333333333333,0.4699290037826246,0.4633333333333333,320
12,0.7096774193548387,0.6907216494845361,0.8170731707317073,0.7419354838709677,0.7314814814814815,0.8777777777777778,0.4633333333333333,0.4694003419796103,0.4633333333333333,340
13,0.7225806451612903,0.7052631578947368,0.8170731707317073,0.7419354838709677,0.7272727272727273,0.8888888888888888,0.4666666666666667,0.47604455583402955,0.4666666666666667,360
14,0.7225806451612903,0.7052631578947368,0.8170731707317073,0.7483870967741936,0.7339449541284404,0.8888888888888888,0.47,0.4791805540098223,0.47,380
15,0.7161290322580646,0.6938775510204082,0.8292682926829268,0.7483870967741936,0.7339449541284404,0.8888888888888888,0.47333333333333333,0.4745874981891931,0.47333333333333333,400
16,0.7225806451612903,0.7010309278350515,0.8292682926829268,0.7419354838709677,0.7272727272727273,0.8888888888888888,0.4766666666666667,0.4824397451668625,0.4766666666666667,420
17,0.7225806451612903,0.7010309278350515,0.8292682926829268,0.7548387096774194,0.7452830188679245,0.8777777777777778,0.4766666666666667,0.48084553527550855,0.4766666666666667,440
18,0.7225806451612903,0.7010309278350515,0.8292682926829268,0.7612903225806451,0.7476635514018691,0.8888888888888888,0.48,0.48563774015433125,0.48,460
19,0.7290322580645161,0.7040816326530612,0.8414634146341463,0.7548387096774194,0.7407407407407407,0.8888888888888888,0.4766666666666667,0.48565726733865583,0.4766666666666667,480
20,0.7225806451612903,0.7010309278350515,0.8292682926829268,0.7483870967741936,0.7339449541284404,0.8888888888888888,0.47333333333333333,0.481392684519445,0.47333333333333333,500
21,0.7290322580645161,0.7040816326530612,0.8414634146341463,0.7548387096774194,0.7407407407407407,0.8888888888888888,0.48,0.4871637837698816,0.48,520
22,0.7290322580645161,0.7,0.8536585365853658,0.7483870967741936,0.7339449541284404,0.8888888888888888,0.48,0.4881242981189831,0.48,540
23,0.7419354838709677,0.71,0.8658536585365854,0.7548387096774194,0.7363636363636363,0.9,0.47333333333333333,0.47886154069155423,0.47333333333333333,560
24,0.7290322580645161,0.696078431372549,0.8658536585365854,0.7612903225806451,0.7387387387387387,0.9111111111111111,0.4666666666666667,0.47161276661276663,0.4666666666666667,580
25,0.7354838709677419,0.7029702970297029,0.8658536585365854,0.7483870967741936,0.7339449541284404,0.8888888888888888,0.4633333333333333,0.4681673964986658,0.4633333333333333,600
26,0.7225806451612903,0.693069306930693,0.8536585365853658,0.7548387096774194,0.7363636363636363,0.9,0.4666666666666667,0.47164042585095217,0.4666666666666667,620
27,0.7290322580645161,0.696078431372549,0.8658536585365854,0.7548387096774194,0.7321428571428571,0.9111111111111111,0.4633333333333333,0.47072836308052807,0.4633333333333333,640
28,0.7290322580645161,0.696078431372549,0.8658536585365854,0.7483870967741936,0.7297297297297297,0.9,0.47,0.4811273982897607,0.47,660
29,0.7161290322580646,0.6862745098039216,0.8536585365853658,0.7483870967741936,0.7297297297297297,0.9,0.47333333333333333,0.48127677100203886,0.47333333333333333,680
30,0.7225806451612903,0.6893203883495146,0.8658536585365854,0.7548387096774194,0.7321428571428571,0.9111111111111111,0.47333333333333333,0.48158985861912185,0.47333333333333333,700
31,0.7161290322580646,0.6862745098039216,0.8536585365853658,0.7548387096774194,0.7321428571428571,0.9111111111111111,0.4666666666666667,0.47960238921724985,0.4666666666666667,720
32,0.7096774193548387,0.6831683168316832,0.8414634146341463,0.7548387096774194,0.7321428571428571,0.9111111111111111,0.4666666666666667,0.4774235407212632,0.4666666666666667,740
33,0.7161290322580646,0.69,0.8414634146341463,0.7548387096774194,0.7321428571428571,0.9111111111111111,0.4766666666666667,0.48699485883052535,0.4766666666666667,760
34,0.7096774193548387,0.6831683168316832,0.8414634146341463,0.7612903225806451,0.7387387387387387,0.9111111111111111,0.4766666666666667,0.48986786648925623,0.4766666666666667,780
35,0.7161290322580646,0.6862745098039216,0.8536585365853658,0.7612903225806451,0.7387387387387387,0.9111111111111111,0.4766666666666667,0.48718404100436763,0.4766666666666667,800
36,0.7161290322580646,0.6862745098039216,0.8536585365853658,0.7612903225806451,0.7387387387387387,0.9111111111111111,0.48,0.49040243180896537,0.48,820
37,0.7096774193548387,0.6831683168316832,0.8414634146341463,0.7677419354838709,0.7454545454545455,0.9111111111111111,0.47333333333333333,0.4832991903165521,0.47333333333333333,840
38,0.7096774193548387,0.6831683168316832,0.8414634146341463,0.7677419354838709,0.7410714285714286,0.9222222222222223,0.47333333333333333,0.48573407744255653,0.47333333333333333,860
39,0.7096774193548387,0.6831683168316832,0.8414634146341463,0.7677419354838709,0.7410714285714286,0.9222222222222223,0.47,0.47899337910268286,0.47,880
40,0.7096774193548387,0.6831683168316832,0.8414634146341463,0.7612903225806451,0.7345132743362832,0.9222222222222223,0.48,0.4869325028217819,0.48,900
41,0.7096774193548387,0.6831683168316832,0.8414634146341463,0.7612903225806451,0.7345132743362832,0.9222222222222223,0.4766666666666667,0.4842583188571636,0.4766666666666667,920
42,0.7096774193548387,0.6831683168316832,0.8414634146341463,0.7548387096774194,0.7321428571428571,0.9111111111111111,0.47333333333333333,0.4803705581505174,0.47333333333333333,940
43,0.7096774193548387,0.6831683168316832,0.8414634146341463,0.7612903225806451,0.7387387387387387,0.9111111111111111,0.47,0.4770449374350498,0.47,960
44,0.7096774193548387,0.6831683168316832,0.8414634146341463,0.7612903225806451,0.7387387387387387,0.9111111111111111,0.4666666666666667,0.474676871918358,0.4666666666666667,980
45,0.7161290322580646,0.6862745098039216,0.8536585365853658,0.7548387096774194,0.7321428571428571,0.9111111111111111,0.4666666666666667,0.474676871918358,0.4666666666666667,1000
46,0.7032258064516129,0.6764705882352942,0.8414634146341463,0.7419354838709677,0.7232142857142857,0.9,0.47,0.4768808161909421,0.47,1200
47,0.7225806451612903,0.6893203883495146,0.8658536585365854,0.7548387096774194,0.7321428571428571,0.9111111111111111,0.47333333333333333,0.48358159891493224,0.47333333333333333,1400
48,0.7419354838709677,0.7058823529411765,0.8780487804878049,0.7548387096774194,0.7321428571428571,0.9111111111111111,0.46,0.46850628233555064,0.46,1600
49,0.7225806451612903,0.693069306930693,0.8536585365853658,0.7612903225806451,0.7387387387387387,0.9111111111111111,0.4666666666666667,0.4761885003885004,0.4666666666666667,1800
50,0.7290322580645161,0.6923076923076923,0.8780487804878049,0.7612903225806451,0.7387387387387387,0.9111111111111111,0.4666666666666667,0.4755590765745502,0.4666666666666667,2000
51,0.7225806451612903,0.6893203883495146,0.8658536585365854,0.7419354838709677,0.7192982456140351,0.9111111111111111,0.4633333333333333,0.47542585907933926,0.4633333333333333,2200
52,0.7225806451612903,0.693069306930693,0.8536585365853658,0.7548387096774194,0.7321428571428571,0.9111111111111111,0.46,0.46995012198316793,0.46,2400
53,0.7225806451612903,0.693069306930693,0.8536585365853658,0.7483870967741936,0.7256637168141593,0.9111111111111111,0.46,0.467211563620262,0.46,2600
54,0.7161290322580646,0.69,0.8414634146341463,0.7483870967741936,0.7256637168141593,0.9111111111111111,0.4666666666666667,0.4764885771339606,0.4666666666666667,2800
55,0.7096774193548387,0.6831683168316832,0.8414634146341463,0.7483870967741936,0.7256637168141593,0.9111111111111111,0.46,0.46847552447552443,0.46,3000
56,0.7225806451612903,0.693069306930693,0.8536585365853658,0.7419354838709677,0.7192982456140351,0.9111111111111111,0.47,0.4776343233185338,0.47,3200
57,0.7225806451612903,0.693069306930693,0.8536585365853658,0.7483870967741936,0.7256637168141593,0.9111111111111111,0.47,0.47666281321511167,0.47,3400
58,0.7225806451612903,0.693069306930693,0.8536585365853658,0.7483870967741936,0.7256637168141593,0.9111111111111111,0.47333333333333333,0.48087637508690134,0.47333333333333333,3600
59,0.7225806451612903,0.693069306930693,0.8536585365853658,0.7483870967741936,0.7256637168141593,0.9111111111111111,0.4766666666666667,0.4835547695475743,0.4766666666666667,3800
60,0.7290322580645161,0.696078431372549,0.8658536585365854,0.7419354838709677,0.7192982456140351,0.9111111111111111,0.47333333333333333,0.47996689075969556,0.47333333333333333,4000
61,0.7290322580645161,0.696078431372549,0.8658536585365854,0.7483870967741936,0.7256637168141593,0.9111111111111111,0.47333333333333333,0.47996689075969556,0.47333333333333333,4200
62,0.7354838709677419,0.7029702970297029,0.8658536585365854,0.7354838709677419,0.7130434782608696,0.9111111111111111,0.4766666666666667,0.48547511513765385,0.4766666666666667,4400
63,0.7354838709677419,0.7029702970297029,0.8658536585365854,0.7419354838709677,0.7192982456140351,0.9111111111111111,0.47333333333333333,0.4816974944866695,0.47333333333333333,4600
64,0.7354838709677419,0.7029702970297029,0.8658536585365854,0.7419354838709677,0.7192982456140351,0.9111111111111111,0.47,0.47790187417946034,0.47,4800
