,accuracy_gray_16,precision_gray_16,recall_gray_16,accuracy_gray_32,precision_gray_32,recall_gray_32,accuracy_gray_64,precision_gray_64,recall_gray_64,accuracy_gray_8,precision_gray_8,recall_gray_8,num_trees
0,0.7483870967741936,0.7263157894736842,0.8414634146341463,0.7032258064516129,0.7115384615384616,0.8222222222222222,0.7225806451612903,0.719626168224299,0.8555555555555555,0.7666666666666667,0.7683722654801632,0.7666666666666667,100
1,0.6967741935483871,0.6804123711340206,0.8048780487804879,0.7161290322580646,0.7129629629629629,0.8555555555555555,0.7290322580645161,0.7142857142857143,0.8888888888888888,0.775,0.777541074909496,0.775,120
2,0.7096774193548387,0.6907216494845361,0.8170731707317073,0.7419354838709677,0.7358490566037735,0.8666666666666667,0.7225806451612903,0.7117117117117117,0.8777777777777778,0.775,0.777541074909496,0.775,140
3,0.7096774193548387,0.6868686868686869,0.8292682926829268,0.7290322580645161,0.7181818181818181,0.8777777777777778,0.7225806451612903,0.7117117117117117,0.8777777777777778,0.7916666666666666,0.7918634805964619,0.7916666666666666,160
4,0.7419354838709677,0.71875,0.8414634146341463,0.7290322580645161,0.7181818181818181,0.8777777777777778,0.7290322580645161,0.7181818181818181,0.8777777777777778,0.7583333333333333,0.7593822358062425,0.7583333333333333,180
5,0.7161290322580646,0.6979166666666666,0.8170731707317073,0.7354838709677419,0.7247706422018348,0.8777777777777778,0.7354838709677419,0.7247706422018348,0.8777777777777778,0.7666666666666667,0.7672222222222221,0.7666666666666667,200
6,0.7225806451612903,0.7010309278350515,0.8292682926829268,0.7290322580645161,0.7181818181818181,0.8777777777777778,0.7419354838709677,0.7272727272727273,0.8888888888888888,0.7666666666666667,0.7672222222222221,0.7666666666666667,220
7,0.7096774193548387,0.6947368421052632,0.8048780487804879,0.7354838709677419,0.7207207207207207,0.8888888888888888,0.7354838709677419,0.7247706422018348,0.8777777777777778,0.7583333333333333,0.7585394090951191,0.7583333333333333,240
8,0.7161290322580646,0.7021276595744681,0.8048780487804879,0.7354838709677419,0.7247706422018348,0.8777777777777778,0.7419354838709677,0.7314814814814815,0.8777777777777778,0.7583333333333333,0.7585394090951191,0.7583333333333333,260
9,0.7225806451612903,0.7052631578947368,0.8170731707317073,0.7419354838709677,0.7314814814814815,0.8777777777777778,0.7354838709677419,0.7207207207207207,0.8888888888888888,0.7583333333333333,0.7585394090951191,0.7583333333333333,280
10,0.7096774193548387,0.6947368421052632,0.8048780487804879,0.7354838709677419,0.7333333333333333,0.8555555555555555,0.7483870967741936,0.7297297297297297,0.9,0.7583333333333333,0.7585394090951191,0.7583333333333333,300
11,0.7225806451612903,0.7052631578947368,0.8170731707317073,0.7354838709677419,0.7247706422018348,0.8777777777777778,0.7419354838709677,0.7272727272727273,0.8888888888888888,0.7583333333333333,0.7585394090951191,0.7583333333333333,320
12,0.7096774193548387,0.6907216494845361,0.8170731707317073,0.7419354838709677,0.7314814814814815,0.8777777777777778,0.7354838709677419,0.7247706422018348,0.8777777777777778,0.7583333333333333,0.7582706766917293,0.7583333333333333,340
13,0.7225806451612903,0.7052631578947368,0.8170731707317073,0.7419354838709677,0.7272727272727273,0.8888888888888888,0.7354838709677419,0.7207207207207207,0.8888888888888888,0.7666666666666667,0.7666666666666667,0.7666666666666667,360
14,0.7225806451612903,0.7052631578947368,0.8170731707317073,0.7483870967741936,0.7339449541284404,0.8888888888888888,0.7354838709677419,0.7247706422018348,0.8777777777777778,0.775,0.7752014448457903,0.775,380
15,0.7161290322580646,0.6938775510204082,0.8292682926829268,0.7483870967741936,0.7339449541284404,0.8888888888888888,0.7225806451612903,0.7155963302752294,0.8666666666666667,0.7833333333333333,0.7838888888888889,0.7833333333333333,400
16,0.7225806451612903,0.7010309278350515,0.8292682926829268,0.7419354838709677,0.7272727272727273,0.8888888888888888,0.7096774193548387,0.7027027027027027,0.8666666666666667,0.775,0.7760627952208947,0.775,420
17,0.7225806451612903,0.7010309278350515,0.8292682926829268,0.7548387096774194,0.7452830188679245,0.8777777777777778,0.7225806451612903,0.7117117117117117,0.8777777777777778,0.7833333333333333,0.7838888888888889,0.7833333333333333,440
18,0.7225806451612903,0.7010309278350515,0.8292682926829268,0.7612903225806451,0.7476635514018691,0.8888888888888888,0.7290322580645161,0.7142857142857143,0.8888888888888888,0.7833333333333333,0.7838888888888889,0.7833333333333333,460
19,0.7290322580645161,0.7040816326530612,0.8414634146341463,0.7548387096774194,0.7407407407407407,0.8888888888888888,0.7161290322580646,0.7053571428571429,0.8777777777777778,0.7916666666666666,0.7918634805964619,0.7916666666666666,480
20,0.7225806451612903,0.7010309278350515,0.8292682926829268,0.7483870967741936,0.7339449541284404,0.8888888888888888,0.7161290322580646,0.7053571428571429,0.8777777777777778,0.7916666666666666,0.7918634805964619,0.7916666666666666,500
21,0.7290322580645161,0.7040816326530612,0.8414634146341463,0.7548387096774194,0.7407407407407407,0.8888888888888888,0.7225806451612903,0.7117117117117117,0.8777777777777778,0.7916666666666666,0.7927433546355469,0.7916666666666666,520
22,0.7290322580645161,0.7,0.8536585365853658,0.7483870967741936,0.7339449541284404,0.8888888888888888,0.7225806451612903,0.7117117117117117,0.8777777777777778,0.7833333333333333,0.7838888888888889,0.7833333333333333,540
23,0.7419354838709677,0.71,0.8658536585365854,0.7548387096774194,0.7363636363636363,0.9,0.7225806451612903,0.7117117117117117,0.8777777777777778,0.7916666666666666,0.7918634805964619,0.7916666666666666,560
24,0.7290322580645161,0.696078431372549,0.8658536585365854,0.7612903225806451,0.7387387387387387,0.9111111111111111,0.7290322580645161,0.7142857142857143,0.8888888888888888,0.8,0.8005555555555556,0.8,580
25,0.7354838709677419,0.7029702970297029,0.8658536585365854,0.7483870967741936,0.7339449541284404,0.8888888888888888,0.7290322580645161,0.7142857142857143,0.8888888888888888,0.8,0.8,0.8,600
26,0.7225806451612903,0.693069306930693,0.8536585365853658,0.7548387096774194,0.7363636363636363,0.9,0.7419354838709677,0.7192982456140351,0.9111111111111111,0.8,0.8,0.8,620
27,0.7290322580645161,0.696078431372549,0.8658536585365854,0.7548387096774194,0.7321428571428571,0.9111111111111111,0.7419354838709677,0.7192982456140351,0.9111111111111111,0.7916666666666666,0.7918634805964619,0.7916666666666666,640
28,0.7290322580645161,0.696078431372549,0.8658536585365854,0.7483870967741936,0.7297297297297297,0.9,0.7419354838709677,0.7192982456140351,0.9111111111111111,0.8,0.8,0.8,660
29,0.7161290322580646,0.6862745098039216,0.8536585365853658,0.7483870967741936,0.7297297297297297,0.9,0.7419354838709677,0.7192982456140351,0.9111111111111111,0.7916666666666666,0.7918634805964619,0.7916666666666666,680
30,0.7225806451612903,0.6893203883495146,0.8658536585365854,0.7548387096774194,0.7321428571428571,0.9111111111111111,0.7419354838709677,0.7192982456140351,0.9111111111111111,0.8,0.8,0.8,700
31,0.7161290322580646,0.6862745098039216,0.8536585365853658,0.7548387096774194,0.7321428571428571,0.9111111111111111,0.7419354838709677,0.7192982456140351,0.9111111111111111,0.7916666666666666,0.7918634805964619,0.7916666666666666,720
32,0.7096774193548387,0.6831683168316832,0.8414634146341463,0.7548387096774194,0.7321428571428571,0.9111111111111111,0.7419354838709677,0.7192982456140351,0.9111111111111111,0.7833333333333333,0.7833333333333333,0.7833333333333333,740
33,0.7161290322580646,0.69,0.8414634146341463,0.7548387096774194,0.7321428571428571,0.9111111111111111,0.7419354838709677,0.7192982456140351,0.9111111111111111,0.775,0.7749512670565302,0.775,760
34,0.7096774193548387,0.6831683168316832,0.8414634146341463,0.7612903225806451,0.7387387387387387,0.9111111111111111,0.7290322580645161,0.7142857142857143,0.8888888888888888,0.7833333333333333,0.7834077380952381,0.7833333333333333,780
35,0.7161290322580646,0.6862745098039216,0.8536585365853658,0.7612903225806451,0.7387387387387387,0.9111111111111111,0.7290322580645161,0.7142857142857143,0.8888888888888888,0.7833333333333333,0.7834077380952381,0.7833333333333333,800
36,0.7161290322580646,0.6862745098039216,0.8536585365853658,0.7612903225806451,0.7387387387387387,0.9111111111111111,0.7290322580645161,0.7142857142857143,0.8888888888888888,0.775,0.7749512670565302,0.775,820
37,0.7096774193548387,0.6831683168316832,0.8414634146341463,0.7677419354838709,0.7454545454545455,0.9111111111111111,0.7290322580645161,0.7142857142857143,0.8888888888888888,0.775,0.7749512670565302,0.775,840
38,0.7096774193548387,0.6831683168316832,0.8414634146341463,0.7677419354838709,0.7410714285714286,0.9222222222222223,0.7290322580645161,0.7142857142857143,0.8888888888888888,0.775,0.7749512670565302,0.775,860
39,0.7096774193548387,0.6831683168316832,0.8414634146341463,0.7677419354838709,0.7410714285714286,0.9222222222222223,0.7225806451612903,0.7079646017699115,0.8888888888888888,0.775,0.7749512670565302,0.775,880
40,0.7096774193548387,0.6831683168316832,0.8414634146341463,0.7612903225806451,0.7345132743362832,0.9222222222222223,0.7290322580645161,0.7142857142857143,0.8888888888888888,0.775,0.7749512670565302,0.775,900
41,0.7096774193548387,0.6831683168316832,0.8414634146341463,0.7612903225806451,0.7345132743362832,0.9222222222222223,0.7290322580645161,0.7142857142857143,0.8888888888888888,0.775,0.7749512670565302,0.775,920
42,0.7096774193548387,0.6831683168316832,0.8414634146341463,0.7548387096774194,0.7321428571428571,0.9111111111111111,0.7354838709677419,0.7207207207207207,0.8888888888888888,0.7833333333333333,0.7833333333333333,0.7833333333333333,940
43,0.7096774193548387,0.6831683168316832,0.8414634146341463,0.7612903225806451,0.7387387387387387,0.9111111111111111,0.7354838709677419,0.7207207207207207,0.8888888888888888,0.775,0.7749512670565302,0.775,960
44,0.7096774193548387,0.6831683168316832,0.8414634146341463,0.7612903225806451,0.7387387387387387,0.9111111111111111,0.7290322580645161,0.7142857142857143,0.8888888888888888,0.775,0.7749512670565302,0.775,980
45,0.7161290322580646,0.6862745098039216,0.8536585365853658,0.7548387096774194,0.7321428571428571,0.9111111111111111,0.7225806451612903,0.7079646017699115,0.8888888888888888,0.775,0.7749512670565302,0.775,1000
46,0.7032258064516129,0.6764705882352942,0.8414634146341463,0.7419354838709677,0.7232142857142857,0.9,0.7290322580645161,0.7105263157894737,0.9,0.7916666666666666,0.7918634805964619,0.7916666666666666,1200
47,0.7225806451612903,0.6893203883495146,0.8658536585365854,0.7548387096774194,0.7321428571428571,0.9111111111111111,0.7354838709677419,0.7168141592920354,0.9,0.7833333333333333,0.7833333333333333,0.7833333333333333,1400
48,0.7419354838709677,0.7058823529411765,0.8780487804878049,0.7548387096774194,0.7321428571428571,0.9111111111111111,0.7225806451612903,0.7079646017699115,0.8888888888888888,0.7833333333333333,0.7833333333333333,0.7833333333333333,1600
49,0.7225806451612903,0.693069306930693,0.8536585365853658,0.7612903225806451,0.7387387387387387,0.9111111111111111,0.7354838709677419,0.7168141592920354,0.9,0.7833333333333333,0.7833333333333333,0.7833333333333333,1800
50,0.7290322580645161,0.6923076923076923,0.8780487804878049,0.7612903225806451,0.7387387387387387,0.9111111111111111,0.7354838709677419,0.7168141592920354,0.9,0.7833333333333333,0.7833333333333333,0.7833333333333333,2000
51,0.7225806451612903,0.6893203883495146,0.8658536585365854,0.7419354838709677,0.7192982456140351,0.9111111111111111,0.7354838709677419,0.7168141592920354,0.9,0.7833333333333333,0.7833333333333333,0.7833333333333333,2200
52,0.7225806451612903,0.693069306930693,0.8536585365853658,0.7548387096774194,0.7321428571428571,0.9111111111111111,0.7354838709677419,0.7168141592920354,0.9,0.7833333333333333,0.7833333333333333,0.7833333333333333,2400
53,0.7225806451612903,0.693069306930693,0.8536585365853658,0.7483870967741936,0.7256637168141593,0.9111111111111111,0.7354838709677419,0.7168141592920354,0.9,0.7833333333333333,0.7833333333333333,0.7833333333333333,2600
54,0.7161290322580646,0.69,0.8414634146341463,0.7483870967741936,0.7256637168141593,0.9111111111111111,0.7354838709677419,0.7168141592920354,0.9,0.7833333333333333,0.7833333333333333,0.7833333333333333,2800
55,0.7096774193548387,0.6831683168316832,0.8414634146341463,0.7483870967741936,0.7256637168141593,0.9111111111111111,0.7290322580645161,0.7142857142857143,0.8888888888888888,0.7833333333333333,0.7833333333333333,0.7833333333333333,3000
56,0.7225806451612903,0.693069306930693,0.8536585365853658,0.7419354838709677,0.7192982456140351,0.9111111111111111,0.7290322580645161,0.7142857142857143,0.8888888888888888,0.7833333333333333,0.7833333333333333,0.7833333333333333,3200
57,0.7225806451612903,0.693069306930693,0.8536585365853658,0.7483870967741936,0.7256637168141593,0.9111111111111111,0.7290322580645161,0.7142857142857143,0.8888888888888888,0.7916666666666666,0.7916318574213311,0.7916666666666666,3400
58,0.7225806451612903,0.693069306930693,0.8536585365853658,0.7483870967741936,0.7256637168141593,0.9111111111111111,0.7354838709677419,0.7207207207207207,0.8888888888888888,0.7916666666666666,0.7918634805964619,0.7916666666666666,3600
59,0.7225806451612903,0.693069306930693,0.8536585365853658,0.7483870967741936,0.7256637168141593,0.9111111111111111,0.7354838709677419,0.7207207207207207,0.8888888888888888,0.8083333333333333,0.8094239140501992,0.8083333333333333,3800
60,0.7290322580645161,0.696078431372549,0.8658536585365854,0.7419354838709677,0.7192982456140351,0.9111111111111111,0.7290322580645161,0.7142857142857143,0.8888888888888888,0.8083333333333333,0.8085255163471334,0.8083333333333333,4000
61,0.7290322580645161,0.696078431372549,0.8658536585365854,0.7483870967741936,0.7256637168141593,0.9111111111111111,0.7290322580645161,0.7142857142857143,0.8888888888888888,0.8083333333333333,0.8085255163471334,0.8083333333333333,4200
62,0.7354838709677419,0.7029702970297029,0.8658536585365854,0.7354838709677419,0.7130434782608696,0.9111111111111111,0.7419354838709677,0.7232142857142857,0.9,0.8166666666666667,0.8166666666666667,0.8166666666666667,4400
63,0.7354838709677419,0.7029702970297029,0.8658536585365854,0.7419354838709677,0.7192982456140351,0.9111111111111111,0.7419354838709677,0.7232142857142857,0.9,0.8166666666666667,0.8166666666666667,0.8166666666666667,4600
64,0.7354838709677419,0.7029702970297029,0.8658536585365854,0.7419354838709677,0.7192982456140351,0.9111111111111111,0.7419354838709677,0.7232142857142857,0.9,0.8083333333333333,0.808312447786132,0.8083333333333333,4800
